"[' horn , tempor , enlarg , age , 002 , account , ad3 , also , alzheim , amygdala , asymmetr , atrophi , call , caus , cortic , either , entorhin , examin , greater ', ' horn , enlarg , age , account , ad3 , alzheim , amygdala , atrophi , hazard , increas , lobe , percentag , size , volum , year , yearli ', ' tempor horn , also call , alzheim patient , amygdala entorhin , atrophi hippocamp , call inferior , caus atrophi , either symmetr , examin volum , greater rel , hazard ad3 , healthi person , higher rate , increas per , increas increas , later ventricl , parahippocamp cortic , patient shown , per year , percentag increas ', ' also call inferior , alzheim patient shown , caus atrophi hippocamp , either symmetr well , greater rel hazard , higher rate ventricular , increas per year , percentag increas per , perirhin parahippocamp cortic , rel hazard ad3 , symmetr well asymmetr , age taken account , increas increas age , enlarg either symmetr , enlarg healthi person , rate ventricular enlarg , ventricular enlarg healthi , call inferior horn , cortic tempor lobe , examin volum tempor ']";"15.9390240908";"lymphoid hyperplasia";"Benign enlarg of lymphoid tissu .";"13.8703495264";"symmetry defect";"Ani aberr of the normal symmetr organis of the bodi pattern .";"13.4922832251";"Hepatocytomegaly";"Increas in size of hepatocyt characteris by organel hyperplasia and enlarg cellular volum .";"12.8705114126";"varices";"An enlarg and often tortuou vein .";"10.7875004411";"anterior/posterior axis defect";"Anteroposterior aberr of the normal symmetr organis of the bodi pattern .";"9.66363251209";"osteoporosis";"Reduct in the quantiti of bone or atrophi of skelet tissu . More sever than MPATH : 53 with gross chang to bone matrix .";"9.55055132508";"Dorsal/ventral axis defect";"Dorsoventr aberr of the normal symmetr organis of the bodi pattern .";"8.99197086692";"left/right axis defect";"Left / Right ( mediolater ) axi aberr of the normal symmetr organis of the bodi pattern .";"8.17993730307";"acromegaly";"A diseas of metabol that has_material_basis_in excess growth hormon product which results_in enlarg located_in limb .";"7.68176615238";"inter-ventricular septal defect";"Failur of the inter - ventricular septum to complet close between the left and right ventricl ."
"[' atrophi , found , tempor , alzheim , cerebr , correct , gender , lobe , part , patient , affect , affected8 , age5 , al5 , also , although , amygdala , area , area ', ' atrophi , alzheim , gender , lobe , affected8 , age5 , al5 , amygdala , area , brain , diffus , enlarg , head , horn , progress , size , stage , wors ', ' alzheim patient , tempor lobe , cerebr atrophi , affect wors , although global , amygdala entorhin , area affected8 , area result , brain affect , clinic stage , especi medial , et al5 , head size , howev mu , increas progress , look rel , mu et , parahippocamp cortic , perirhin parahippocamp , progress clinic ', ' area result enlarg , brain affect wors , howev mu et , increas progress clinic , look rel normal , mu et al5 , perirhin parahippocamp cortic , progress clinic stage , affect wors part , although global cerebr , clinic stage alzheim , correct head size , lobe area affected8 , part brain affect , studi also correct , al5 found differ , enlarg tempor horn , especi medial tempor , et al5 found , parahippocamp cortic tempor ']";"9.6273213625";"Kluver-Bucy syndrome";"A diseas of mental health that involv abnorm in memori , social and sexual function and idiosyncrat behavior result from damag from trauma or infect to both tempor lobe .";"6.33229240775";"lymphoid hyperplasia";"Benign enlarg of lymphoid tissu .";"5.1132272929";"varices";"An enlarg and often tortuou vein .";"4.98919151723";"Hepatocytomegaly";"Increas in size of hepatocyt characteris by organel hyperplasia and enlarg cellular volum .";"4.82668243349";"middle lobe syndrome";"A lung diseas that is defin as a recurr or chronic collaps of the right middl lobe , right upper lobe or lingula of the lung . It is caus by endobronchi tumour , granulomat infect , lymphadenopathi , foreign bodi , endobronchi silicot nodul , inspiss mucu associ with cystic fibrosi or inflamm as a result of an infect .";"4.60702888668";"osteoporosis";"Reduct in the quantiti of bone or atrophi of skelet tissu . More sever than MPATH : 53 with gross chang to bone matrix .";"4.52914535999";"cerebral lymphoma";"A CN lymphoma and malign cerebr lymphoma that affect the lymph cell and derives_from the brain .";"4.32921312749";"Alzheimer's disease";"A dementia that result in progress memori loss , impair think , disorient , and chang in person and mood start in late middl age and lead in advanc case to a profound declin in cognit and physic function and is mark histolog by the degener of brain neuron especi in the cerebr cortex and by the presenc of neurofibrillari tangl and plaqu contain beta - amyloid . It is character by memori laps , confus , emot instabl and progress loss of mental abil .";"4.32735644281";"persistent embryonic structure";"Persist of an embryon structur or tissu into the post - natal period in it normal locat ; ( Chronolog / tempor anomali ).";"4.05701994896";"hydrocephalus";"Accumul of water in the ventricl of the brain ."
"[' sulci , widen , alzheim , anterior , atrophi , brain , calcarin , cingul , csf , differ , due , fissur , includ , increas , lead , margin , occipit , parieto , patient ', ' sulci , widen , alzheim , brain , calcarin , csf , lead , parieto , seen , supracallos , sylvian , volum , widen ', ' alzheim patient , anterior posterior , atrophi seen , brain region , csf volum , due atrophi , includ supracallos , increas csf , lead increas , patient due , posterior calcarin , present differ , seen sever , sever brain , sylvian fissur , widen sulci , calcarin sulci , differ sulci , sulci alzheim , sulci lead ', ' alzheim patient due , anterior posterior calcarin , atrophi seen sever , due atrophi seen , increas csf volum , lead increas csf , patient due atrophi , seen sever brain , sever brain region , posterior calcarin sulci , present differ sulci , sulci alzheim patient , sulci lead increas , sulci present differ , widen sulci alzheim , widen sulci lead , widen sulci present ']";"14.9854257703";"lymphangiectasis";"A stretch and widen of the lymphat vessel .";"6.0870744288";"osteoporosis";"Reduct in the quantiti of bone or atrophi of skelet tissu . More sever than MPATH : 53 with gross chang to bone matrix .";"4.53147999942";"Albright's hereditary osteodystrophy";"An osteochondrodysplasia that has_material_basis_in lack of respons to parathyroid hormon which results_in shorten and widen of long bone of the located_in hand and located_in foot along with short statur , obes , and round face .";"4.2446769774";"atrophic rhinitis";"A rhiniti which involv inflamm of the nose characteris by atrophi of nasal mucosa includ the gland , turbin bone , and the nerv element suppli the nose that is caus by hered factor , endocrin imbal , nutrit defici , bacteri infect and autoimmun issu .";"3.96451242268";"hydrocephalus";"Accumul of water in the ventricl of the brain .";"3.19793857634";"germinoma";"A germ cell cancer that lack histolog differenti . It usual refer to a tumor in the brain .";"3.13766002655";"viral encephalitis";"An enceph that involv inflamm of the brain caus by viral infect .";"2.8648680076";"toxic labyrinthitis";"A labyrinth induc by alcohol , drug ingest , or occasion , inhal substanc that are toxic to the inner ear . Drug like aminoglycosid , furosemid , ethacryn acid , acetylsalicycl acid , amiodaron , quinin , cisplatinum , barbitur , quinin , anti - Alzheim ' s medic , anticonvuls , antidepress , and anxiolyt can be ototox .";"2.82208770514";"vascular dementia";"A dementia that involv impair in cognit function caus by problem in blood vessel that feed the brain .";"2.74801999331";"atypical teratoid rhabdoid tumor";"An embryon cancer that is usual locat in the brain , but can occur anywher in the central nervou system ."
"[' bodi , brown , hirano , protein , structur , actin , antibodi , arrow , cortic , filament , helic , hippocampu , histopatholog , irregular , left , like , moder , neurofibrillari , note ', ' brown , hirano , antibodi , hippocampu , histopatholog , note , rod , section , tau , actin , actinin , alzheim , antiserum , aplha , blood , bottom , brownstain , consequ , cortex ', ' hirano bodi , neurofibrillari tangl , pair helic , senil plaqu , brown stain , histopatholog ad , tau protein , abnorm possibl , amyloid protein , antiserum beta , aplha actinin , aris consequ , beta amyloid , blood vessel , bottom figur , build block , burst brownstain , consequ perturb , describ alzheim , elong triangular ', ' abnorm possibl reflect , amyloid protein label , antiserum beta amyloid , aris consequ perturb , beta amyloid protein , blood vessel well , consequ perturb microfila , first describ alzheim , label wall numer , low molecular weight , medial tempor lobe , molecular weight microtubul , numer blood vessel , perturb microfila system , primarili aris consequ , protein label wall , shape inclus easili , structur bottom figur , tropomyosin vinculin aplha , vinculin aplha actinin ']";"26.7024934292";"amyloid deposition";"Extracellular deposit of amyloid protein .";"19.4646909833";"tauopathy";"A dimentia that has_material_basis_in the patholog aggreg of tau protein in so - call neurofibrillari tangl ( NFT ) in the human brain .";"19.2339986563";"Alzheimer's disease";"A dementia that result in progress memori loss , impair think , disorient , and chang in person and mood start in late middl age and lead in advanc case to a profound declin in cognit and physic function and is mark histolog by the degener of brain neuron especi in the cerebr cortex and by the presenc of neurofibrillari tangl and plaqu contain beta - amyloid . It is character by memori laps , confus , emot instabl and progress loss of mental abil .";"12.0916470885";"vasculitis";"Inflamm of a blood vessel .";"9.79043096304";"congestion";"Presenc of an abnorm amount of fluid ( but especi of blood ) in the vessel or passag of a part or organ .";"9.47443395853";"hyperplastic tissue";"An organ or a tissu with an abnorm increas in the number of cell as a consequ of cell prolifer .";"8.90321955085";"nesidioblastosis";"Abnorm prolifer of beta cell of develop islet often lead to mark diffus or focal beta - cell hyperplasia . Consid to gener a potenti cancer lesion .";"8.34773927927";"vasculitis";"A vascular diseas that is an inflammatori destruct of blood vessel .";"7.9672113061";"angiectasia";"Dilat of a blood vessel or valv .";"7.63262063265";"angiosarcoma";"A sarcoma that results_in rapidli prolifer , extens infiltr anaplast cell derived_from blood vessel and derived_from the line of irregular blood - fill space ."
"[' amygdala , atrophi , emot , found , hippocampu , reduct , 1994 , accuraci , ahc , also , alzheim , amount , amydala , amygdal , begin , behaviour , chang , cognit , compar ', ' amygdala , hippocampu , reduct , accuraci , ahc , alzheim , amount , amydala , amygdal , atrophi , behaviour , cognit , complex , damag , diagnos , diagnosi , diseas , evid , function ', ' also cognit , alzheim diseas , amydala begin , behaviour also , chang human , compar volumetr , damag alzheim , depend mini , diagnosi increas , earlier hippocampus18 , earli stage , evid amydala , function remain , hippocamp complex , hippocampus18 import , import diagnos , increas volumetri , indic accuraci , intracrani volum , look size ', ' behaviour also cognit , compar volumetr measur , damag alzheim diseas , diagnosi increas volumetri , earlier hippocampus18 import , evid amydala begin , function remain controversi , hippocampus18 import diagnos , major site damag , memori function remain , patient look size , relat total intracrani , site damag alzheim , studi indic accuraci , total intracrani volum , also cognit emot , amount atrophi depend , amydala begin atrophi , atrophi depend mini , atrophi earlier hippocampus18 ']";"10.5361171067";"osteoporosis";"Reduct in the quantiti of bone or atrophi of skelet tissu . More sever than MPATH : 53 with gross chang to bone matrix .";"9.27590802312";"cognitive disease";"A diseas of mental health that affect cognit function includ memori process , percept and problem solv .";"7.7745012939";"dementia";"A cognit diseas result from a loss of brain function affect memori , think , languag , judgement and behavior .";"6.97411745787";"atrophic rhinitis";"A rhiniti which involv inflamm of the nose characteris by atrophi of nasal mucosa includ the gland , turbin bone , and the nerv element suppli the nose that is caus by hered factor , endocrin imbal , nutrit defici , bacteri infect and autoimmun issu .";"6.67499676347";"vascular dementia";"A dementia that involv impair in cognit function caus by problem in blood vessel that feed the brain .";"6.50740340352";"amnestic disease";"A cognit diseas where the memori is disturb or lost and involv the loss of memori previous establish , loss of the abil to creat new memori , or loss of the abil to learn new inform .";"5.1471374929";"type IV hypersensitivity";"An antigen - elicit cellular immun reaction that result in tissu damag , but doe not requir Ab particip . The respons is seen at the area of contact .";"4.76175844669";"healing and repair process";"The process , normal or abnorm , of damag repair or wound closur .";"4.68664579093";"cell and tissue damage";"The sum of morpholog and function disturb induc by cell and tissu damag , either from intrins gene dysfunct or as a result of extern factor .";"4.6097446233";"postpoliomyelitis syndrome";"A poliomyel that results_in atrophi located_in muscl , mani year after the initi infect , has_material_basis_in Human polioviru 1 , has_material_basis_in Human polioviru 2 , or has_material_basis_in Human polioviru 3 . It is character by new weaken in muscl that were previous affect by the polio infect and in muscl that were unaffect . The infect has_symptom muscl weak , has_symptom muscl pain , has_symptom sleep apnea , and has_symptom breath problem ."
"[' larg , cholangiocyt , loss , duct , secretin , administr , biliari , cartoon , ccl4 , function , prolifer , show , small , 1256 , 1268 , 2002 , accompani , acut , alpini ', ' loss , administr , biliari , cartoon , ccl4 , function , secretin , acut , alpini , apoptosi , bdl , bile , choleresi , concomit , duct , effect , epithelia , epithelium , fig ', ' ccl4 administr , loss function , alpini et , anatom site , apoptosi observ , bdl follow , choleresi restrict , choleret effect , de novo , decreas prolifer , duct function , et al , follow acut , heterogen rat , major anatom , novo respond , prolifer secret , prolif heterogen , rat intrahepat , represent secretori ', ' alpini et al , bdl follow acut , de novo respond , decreas prolifer secret , heterogen rat intrahepat , major anatom site , prolif heterogen rat , represent secretori prolif , respons bdl follow , schemat represent secretori , secretori prolif heterogen , stimul choleresi restrict , follow acut ccl4 , function decreas prolifer , intrahepat biliari epithelium , pathobiolog biliari epithelia , prolifer de novo , prolifer respons bdl , rat intrahepat biliari , select prolifer respons ']";"21.5755775571";"hepatic tumor";"Tumor of the liver and biliari apparatu .";"19.2439138889";"bile duct cancer";"A bile duct diseas and biliari tract cancer that is located_in the bile duct .";"17.4131736159";"cholangioma";"Benign neoplasm of the biliari duct . Occur in solid and cystic form . ( M - 8160 / 0 ).";"16.1068350077";"cholangiofibroma";"Develop from cholangiofibrosi , fibrosi of the biliari duct and is onli potenti malign .";"16.0538360476";"liver sarcoma";"A sarcoma and malign non - epitheli hepat and intrahepat bile duct neoplasm sthat is located_in the liver .";"16.0380497575";"cholangiocarcinoma";"Malign tumor deriv from the bile duct epithelium . ( M8160 / 3 ).";"14.7629931569";"fibroglandular hyperplasia";"Benign prolifer of glandular epithelium accompani by prolifer of fibroblast stroma .";"14.4701510668";"Opisthorchis felineus infectious disease";"A opisthorchiasi that involv parasit infect of the liver , biliari duct , pancrea and pancreat duct by Opisthorchi felineu . The symptom includ fever , gener malais , skin rash , gastrointestin disturb , sever anemia and liver damag .";"14.2882227898";"developmental hypertrophy";"Increas of the size or cellular of an organ or tissu as a consequ of loss of normal regul of cell prolifer .";"14.169742167";"bile duct adenoma";"An adenoma and biliari tract cancer that results_in a small firm white nodul with multipl bile duct that are located_in a fibrou stroma ."
"[' diseas , concentr , progress , acetylaspart , alzheim , app , brain , chang , cortex , decreas , dramat , glu , glutam , hippocampu , increas , mice , min , model , mous ', ' diseas , concentr , progress , alzheim , app , brain , cortex , decreas , glu , hippocampu , increas , mice , min , model , mous , myoinositol , naa , ps1 , spectra ', ' brain app , chang brain , cortex hippocampu , dramat increas , model alzheim , mous model , neurochem chang , obtain voxel , place cortex , ps1 mice , spectra obtain , transgen mous , voxel place , concentr myoinositol , decreas concentr , increas concentr , mice progress , progress transgen , observ diseas , diseas progress ', ' chang brain app , mous model alzheim , neurochem chang brain , obtain voxel place , place cortex hippocampu , spectra obtain voxel , transgen mous model , voxel place cortex , dramat increas concentr , increas concentr myoinositol , progress transgen mous , ps1 mice progress , diseas progress transgen , mice progress diseas , observ diseas progress ']";"15.3893947601";"cataract; nuclear and cortical";"Nuclear cataract of development origin with tendenc to progress with age and involv the cortex and capsul .";"15.030503273";"classic Burkitt lymphoma";"Highli prolif B - cell lymphoma characterist seen in c - Myc transgen mice , deriv from matur B cell .";"10.9660565853";"extraosseous plasmacytoma";"Diffus prolifer of matur plasma cell . Clonal by definit . Frequent found in IL6 transgen mice . Characterist involv spleen and node rather than peritoneum .";"10.5542212725";"Alzheimer's disease";"A dementia that result in progress memori loss , impair think , disorient , and chang in person and mood start in late middl age and lead in advanc case to a profound declin in cognit and physic function and is mark histolog by the degener of brain neuron especi in the cerebr cortex and by the presenc of neurofibrillari tangl and plaqu contain beta - amyloid . It is character by memori laps , confus , emot instabl and progress loss of mental abil .";"10.2136686444";"adrenal cortical adenocarcinoma";"An adren carcinoma that origin in the cortex of the adren gland .";"9.97030064464";"cataract; cortical liquefactive";"Of development origin ; nucleu and cortex becom complet liquefi in post - natal life .";"7.9285658896";"Cushing syndrome";"Cush syndrom is a endocrin syndrom caus by overact of the adren cortex caus by a tumor of the pituitari gland .";"7.76902735233";"hydrocephalus";"Accumul of water in the ventricl of the brain .";"7.39445760846";"myelofibrosis";"In mice the term refer to accumul of fibrou connect tissu in the medullari caviti of bone ; usual in old mice . In human the term is synonym with myeloid metaplasia .";"6.86662644148";"potentially cancerous lesions";"Lesion which in some case have the potenti to becom progress grow malign tumor ."
"[' repeat , tau , termin , cooh , domain , either , tau23 , three , basic , construct , contain , insert , isoform , isoform , k10 , k12 , microtubul , nh2 , prolin ', ' tau , cooh , domain , tau23 , isoform , k10 , k12 , microtubul , nh2 , prolin , side , tail , acid , act , amino , coohtermin , dark , flank , goedert ', ' basic prolin , either side , tau isoform , termin tail , al .,, altern splice , amino acid , contain four , coohtermin flank , et al , flank region , four imperfect , goedert et , high homolog , human cn , mostli axon , occur mostli , predominantli embryon , repeat two , result six ', ' contain four imperfect , coohtermin flank region , et al .,, goedert et al , occur mostli axon , repeat two altern , result six differ , show high homolog , two altern splice , acid residu divid , act microtubul target , amino acid residu , insert repeat two , isoform human cn , microtubul target domain , predominantli embryon isoform , bind domain contain , domain contain four , either coohtermin flank , plu either coohtermin ']";"8.68305563927";"tauopathy";"A dimentia that has_material_basis_in the patholog aggreg of tau protein in so - call neurofibrillari tangl ( NFT ) in the human brain .";"6.42126575112";"kidney rhabdoid cancer";"A embryon cancer that is locat in the kidney .";"6.22424483299";"embryonal cancer of CNS";"An embryon cancer that are mass of rapidli grow cell that origin in embryon ( fetal ) tissu in the brain and spinal cord .";"6.1283160001";"developmental and structural abnormality";"Development and structur abnorm occur dure embryon develop or dure adult life .";"4.52736206353";"growth arrest";"The cessat of fetal or embryon growth beyond a particular stage .";"4.51541915536";"tumors of neurepithelial tissue";"Tumor of neuron and non - neuron cell deriv from embryon neurepithelium .";"4.41682934761";"atypical teratoid rhabdoid tumor";"An embryon cancer that is usual locat in the brain , but can occur anywher in the central nervou system .";"4.10978794098";"placental vascular defect";"Ani defect in the matern or embryon placent circul .";"4.06974218786";"embryoma";"A carcinosarcoma and embryon cancer that is located_in embryon tissu and results_in a mass of rapidli grow cell .";"3.88360656798";"placental abnormality";"Defect in placent growth , differenti of circul ; matern or embryon compon ."
"[' transferrin , cell , tau , stabl , time , cell , control , exocytos , experi , fluoresc , label , min , mock , quantit , transfect , 300 , averag , compar , cours ', ' transferrin , tau , time , cell , control , experi , fluoresc , min , mock , cours , cover , data , decreas , equilibr , excess , exocytosi , fluoresc , interv , line ', ' stabl mock , control cell , transfect cell , %, wherea , ). note , averag four , cours exocytosi , cover slip , data repres , decreas z10 , fix methanol , fluoresc signal , four independ , free medium , independ experi , normal total , preincub tmr , recycl retard , repres averag , seed cover ', ' averag four independ , cover slip preincub , data repres averag , decreas z10 %,, fluoresc signal normal , four independ experi , repres averag four , seed cover slip , signal normal total , slip preincub tmr , z10 %, wherea , %, wherea control , normal total cell , point cell line , signific decreas exocytos , total cell number , cell number experi , fluoresc quantit plot , min start experi , earli time point ']";"7.33371898532";"defective growth and differentiation process";"Abnorm increas or decreas in the rate of cell growth or cell divis includ associ chang in the differenti state of adult cell .";"6.68146908283";"normal";"Normal .";"6.57347515225";"tauopathy";"A dimentia that has_material_basis_in the patholog aggreg of tau protein in so - call neurofibrillari tangl ( NFT ) in the human brain .";"5.01093156636";"hyperplasia";"An increas in cell number in comparison to normal as a consequ of increas cell prolifer . Non - neoplast process .";"4.7703742981";"hyperplastic tissue";"An organ or a tissu with an abnorm increas in the number of cell as a consequ of cell prolifer .";"4.54939082265";"aleukemic leukemia";"A leukemia that aris from chang in the tissu form white blood cell and character by a normal or decreas number of white blood cell in the circul blood .";"4.24940139055";"inflammatory polyp";"A project mass of granul tissu which may becom cover by regener epithelium .";"3.84221673012";"CD3delta deficiency";"A sever combin immunodefici that is character by the absenc of T cell but normal number of B cell . CD3D is essenti for T cell develop .";"3.47973518074";"developmental hypertrophy";"Increas of the size or cellular of an organ or tissu as a consequ of loss of normal regul of cell prolifer .";"3.38123328984";"developmental disease of mental health";"A diseas of mental health that occur dure a child ' s development period between birth and age 18 result in retard of the child ' s psycholotg or physic develop ."
"[' cell , tau , stabl , control , expans , neuroblastoma , nucleu , transfect , antibodi , araformaldehyd , arrowhead , bar , bodi , cell , clearli , cluster , compar , contrast , differenti ', ' tau , control , expans , neuroblastoma , nucleu , araformaldehyd , bar , bodi , cell , compar , contrast , faint , furthermor , immunoreact , intens , mock , n2a , ock , overexpress ', ' araformaldehyd tripl , cell bodi , clearli seen , cluster one , compar tabl , endoplasm reticulum , faint signal , fix araformaldehyd , immunoreact visibl , indic posit , induc differenti , label antibodi , neurit rel , neurit process , one side , posit neurit , reduc overexpress , rel cell , reticulum differenti , significantli reduc ', ' cluster one side , endoplasm reticulum differenti , fix araformaldehyd tripl , immunoreact visibl neurit , indic posit neurit , neurit rel cell , posit neurit rel , rel cell bodi , significantli reduc overexpress , visibl neurit process , compar tabl )., expans endoplasm reticulum , one side nucleu , reticulum differenti neuroblastoma , surround entir nucleu , tabl ). furthermor , ), wherea mock , ). contrast control , reduc overexpress tau , er cluster one ']";"34.2502176762";"endoplasmic reticulum defect";"Defect in the structur or function of the endoplasm reticulum .";"8.57523679733";"tauopathy";"A dimentia that has_material_basis_in the patholog aggreg of tau protein in so - call neurofibrillari tangl ( NFT ) in the human brain .";"7.05253556371";"transdifferentiation";"Alter in the differenti of a cell or tissu alreadi show a differ , recognis , differenti state .";"6.6835552454";"retinoblastoma";"A retin cell cancer and malign neoplasm of retina and neuroblastoma and neuroendocrin tumor that derives_from the tissu of the retina .";"6.43552914262";"defective growth and differentiation process";"Abnorm increas or decreas in the rate of cell growth or cell divis includ associ chang in the differenti state of adult cell .";"5.66296651959";"cataract; cortical liquefactive";"Of development origin ; nucleu and cortex becom complet liquefi in post - natal life .";"5.50236776471";"metaplastic tissue";"A tissu or group of cell in which there ha been abnorm transform of an fulli differenti adult cell or tissu of one kind into a differenti tissu of anoth kind .";"5.03611452878";"hyperplastic nodule";"Expans of small hyperplast lesion to becom macroscop nodul , compress adjac cell .";"4.64943125844";"intestinal intra-epithelial neoplasia";"Histolog appar area of dysplasia that are not grossli visibl ( smaller than 0 . 5 - 1 mm ). Lesion may involv singl or multipl gland .";"4.48760129511";"growth and differentiation defect";"Defect in growth ( chang in prolifer or mass ) and differenti of cell tissu or organ ."
"[' tau , cell , bind , distribut , mitochondri , cho , construct , construct , differ , fig , lack , microtubul , mitochondria , region , see , transfect , allow , alter , antibodi ', ' tau , distribut , cho , construct , fig , mitochondria , region , antibodi , anti \ xe3 , bar , bind , cluster , domain , fixat , hand , human , impair , isoform , k12 ', ' construct lack , bind region , distribut cho , cho cell , mitochondri distribut , allow visual , antibodi k9ja , argu tight , cluster near , consist mainli , direct transport , directli interact , entir project , examin paraformaldehyd , exclud possibl , human tau23 , impair plu , inhibit kinesin , interact motor , kinesin directli ', ' allow visual total , cluster near mtoc , consist mainli mt , direct transport organel , directli interact motor , entir project domain , examin paraformaldehyd fixat , inhibit kinesin directli , interact motor protein , kinesin directli interact , might inhibit kinesin , mtoc seen tau40 , near mtoc seen , nearli entir project , organel exclud possibl , prerequisit impair plu , stain mitotrack \ xe2 \ xaa red , transport organel exclud , ). human tau23 , construct examin paraformaldehyd ']";"13.4515911341";"subcellular defect";"Defect of a subcellular structur or organel .";"10.2815449238";"mitochondrial defect";"Defect in the structur or function of the mitochondria .";"10.2160826325";"developmental coordination disease";"A specif development diseas that involv disord motor skill where coordin muscl movement is impair .";"9.64370593429";"Hepatocytomegaly";"Increas in size of hepatocyt characteris by organel hyperplasia and enlarg cellular volum .";"7.5342990458";"Parkinson's disease";"A neurodegen diseas that has_material_basis_in degener of the central nervou system that often impair the suffer ' s motor skill , speech , and other function .";"6.6363722086";"tauopathy";"A dimentia that has_material_basis_in the patholog aggreg of tau protein in so - call neurofibrillari tangl ( NFT ) in the human brain .";"6.20500892401";"type II hypersensitivity";"Caus by an antibodi / antigen reaction : antibodi are directli or indirectli cytotox to antigen on cell surfac or in connect tissu .";"5.43439611793";"Ciliophora infectious disease";"An Alveolata infecti diseas that involv infect caus by the member of the phylum Ciliophora , which are character by the presenc of hair - like organel call cilia .";"4.77292723954";"AIDS dementia complex";"A HIV encephalopathi that results_in infect in adult located_in brain , has_material_basis_in Human immunodefici viru 1 or has_material_basis_in Human immunodefici viru 2 . The infect has_symptom cognit impair , has_symptom motor dysfunct , has_symptom behavior chang , and has_symptom speech problem .";"4.60252948105";"HIV encephalopathy";"An acquir immunodefici syndrom that results_in infect located_in brain , has_material_basis_in Human immunodefici viru 1 or has_material_basis_in Human immunodefici viru 2 . The infect has_symptom cognit impair , has_symptom motor dysfunct , and has_symptom behavior chang ."
