"(a) A sagittal reconstruction of a coronally acquired magnetic resonance imaging (MRI) scan, at the level on which the cingulate gyrus was measured. The area outlined represents the portion of the scan used to orient the operator to the landmarks of the cingulate. A box has been placed over the region of interest in one hemisphere. (b) A diagram of the cingulate gyrus divided into the rostral portion of the anterior cingulate (RAC), the caudal portion of the interior cingulate (CAC), and the posterior cingulate (PC). Adjoining landmarks include the corpus callosum (CC), the lateral ventricle (Lat. Vent.), and the thalamus (Thal.). (c) The region of the cingulate gyrus measured in the present study, as delineated on the MRI scan of a control subject. The cingulate gyrus was measured on consecutive normalized coronal slices from the rostral most extent to the marginal ramus of the cingulate sulcus. First, the sagittal view was used to demarcate the cingulate sulcus in each hemisphere. This information was then transferred to the coronal image. Second, the cingulate gyrus was outlined; this began at the lateral most point of the corpus callosum sulcus, continued along the surface of the callosum medially to the interhemispheric fissure, then dorsally to the cingulate sulcus, and then laterally to the lateral most extent of the cingulate sulcus; to surround the portion of the cingulate gyrus to be measured, a straight line was then drawn connecting the lateral most extent of the cingulate and the corpus callosum sulci. Third, the outlined region was then divided into three sections by two lines: the rostral portion of the anterior cingulate (RAC) was identified by drawing a line in the coronal plane at the tip of the corpus callosum, and the caudal portion of the anterior cingulate (CAC) was differentiated
from the posterior cingulate (PC) by drawing a line through the cingulate gyrus in the coronal plane at the level of the mammillary bodies (white matter tracts representing the end of the fornix are used to mark the middle of the mamillary bodies in this plane).";"0.0564024390244";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Perflubron";"0.0556776556777";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gadoterate_Meglumine";"0.0556776556777";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gadobenate_Dimeglumine";"0.0554385964912";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gadoxetate_Disodium";"0.0518064076346";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ferumoxides_Injectable_Solution";"0.0510018214936";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ferumoxsil";"0.0493110949964";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thyroid_Cancer_Clinical_TNM_Finding_v7";"0.048471290082";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pre-Clinical_Magnetic_Resonance_Imaging_Shared_Resource";"0.0480559196156";"http://purl.org/obo/owl/GO#GO_0021765";"0.0468085106383";"http://purl.org/obo/owl/GO#GO_0052180"
"Transferrin recycling is retarded by tau overexpression.
Cells were seeded on cover slips and preincubated with
TMR-labeled transferrin in serum-free medium for 2 h. Excess
transferrin was removed and tau-stable and mock-transfected
cells were fixed in methanol. Residual transferrin fluorescence
was then quantitated and plotted (a). Note that, at early time
points (7 min), the transferrin fluorescence in tau-stable cells is
decreased by z10%, whereas in control cells 50% of transferrin
is exocytosed in the same time interval. 300 cells were quantitated
per time point and cell line. (b) Time course of the exocytosis of
transferrin after equilibration of tau-stable and mock-transfected
cells with fluorescently labeled transferrin. A significant decrease
of exocytosed transferrin can be seen 5Ã10 min after start of the
experiment in tau-stable compared with control cells. Fluorescent
signals were normalized to total cell numbers in each experiment.
Data represent averages of four independent experiments.";"0.0610057708162";"http://purl.org/obo/owl/GO#GO_0051371";"0.060162601626";"http://purl.org/obo/owl/GO#GO_0030942";"0.0596026490066";"http://purl.org/obo/owl/GO#GO_0005537";"0.0592473979183";"http://purl.org/obo/owl/GO#GO_0000166";"0.0586319218241";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glycolysis_Inhibition";"0.0586264656616";"http://purl.org/obo/owl/GO#GO_0050543";"0.0584694754944";"http://purl.org/obo/owl/GO#GO_0046978";"0.0581878636741";"http://purl.org/obo/owl/GO#GO_0070492";"0.0581878636741";"http://purl.org/obo/owl/GO#GO_0031420";"0.0578345662408";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cytosolic_Phospholipase-A2G4B"
"Reference: 
Bosch et al. The Sphincter of Oddi. Dig Dis Sci (2007) 52:1211â1218

Figure 2: 
Blood supply to the region of the sphincter of Oddi";"0.393305439331";"http://purl.org/obo/owl/GO#GO_0090225";"0.384279475983";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Spinal_Artery";"0.371541501976";"http://purl.org/obo/owl/GO#GO_0001712";"0.368421052632";"http://purl.org/obo/owl/GO#GO_0003317";"0.367521367521";"http://purl.org/obo/owl/GO#GO_0060752";"0.364341085271";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Coronary_Artery";"0.363636363636";"http://purl.org/obo/owl/GO#GO_0001711";"0.363636363636";"http://purl.org/obo/owl/GO#GO_0001710";"0.36";"http://purl.org/obo/owl/GO#GO_0017056";"0.359154929577";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Central_Hearing_Loss"
"Projection image of 50S 3DEM model";"0.493150684932";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Head_-_Component_of_Device";"0.487804878049";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#DICOM_Series";"0.473684210526";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Product_Group";"0.454545454545";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Muscle_Weakness";"0.441558441558";"http://purl.org/obo/owl/GO#GO_0043489";"0.4375";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neutrophil_To_Leukocyte_Ratio";"0.4375";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Before_Meals";"0.430769230769";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Qualifier_Variable_Name";"0.428571428571";"http://purl.org/obo/owl/GO#GO_0016037";"0.428571428571";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Eye_Muscle_Weakness"
"Reference:
Crawford et al. The Normal Adult Human Liver Biopsy: A Quantitative Reference Standard. HEPATOLOGY 1998; 28:323-331.

Figure 3G:
Solitary bile duct (BD1). Magnification x1,000.";"0.323308270677";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Standard_Unit";"0.317280453258";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gastric_Mixed_Adenocarcinoma";"0.316417910448";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CDISC_SDTM_Trial_Summary_Parameter_Terminology";"0.316417910448";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CDISC_SDTM_Route_of_Administration_Terminology";"0.313993174061";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Product_Action_Taken_Relationship";"0.313043478261";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CDISC_SDTM_Trial_Summary_Parameter_Test_Name_Terminology";"0.312849162011";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Non-Neoplastic_Hepatic_Disorder";"0.312101910828";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mutual_Law";"0.309963099631";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Biliary_Fistula";"0.307692307692";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Scale"
"Fig. 4. Immunohistochemical detection of IL-1, iNOS and MIP-1 after treatment of organotypic hippocampal cultures with A in combination with
M-CSF. In control cultures treated with vehicle no IL-1, iNOS or MIP-1could be detected at 24 h, 48 h or 72 h. A. IL-1expression after 72 h treatment
with A plus M-CSF. B. Double labelling with ED1 (green) shows that IL-1 (red) expression after 72 h treatment is localized in microglial cells. Double
labelled cells are yellow. C. iNOS expression after 72 h treatment with A plus M-CSF. D. Double labelling of iNOS (red) with GFAP (green) after 72 h
treatment shows double-labelled cells. Only a few cells were double-labelled for ED1 (green) and iNOS (red); insert shows examples. E. MIP-1
immunoreactivity is detected in small round sub-cellular structures after 24 h of treatment with A plus M-CSF. F. Double labelling with ED1 (green)
localizes all MIP-1 (red) expression after 24 h treatment with A plus M-CSF to microglial cells.

Fig. 5. Induction of IL-1, iNOS and MIP-1 after treatment of organotypic hippocampal cultures with LPS. A. IL-1 expression after 24 h treatment with
LPS. B. Double labelling of microglial cells with IL-1 (red) and ED-1 (green) antibodies 24 h after treatment with LPS. Double-labelled cells are yellow.
C. iNOS expression in the organotypic culture after 24 h LPS treatment. D. Double labelling with ED1 (green) shows iNOS-positive cells (red) are microglia.
E. MIP-1immunoreactivity in small round sub-cellular structures throughout the culture after 24 h LPS treatment. F. ED1 (green) double labelling localizes
all MIP-1 (red) expression to microglial cells.

Fig. 6. Neurotoxicity assays in organotypic hippocampal cultures treated
with A in combination with M-CSF, LPS, or NMDA after 24 h. A.
Propidium iodide reacted with control whole organotypic hippocampal
culture showing no toxicity. Bar  300 m. B. Organotypic culture treated
with A(47 M) plus M-CSF (50 ng/ml) for 24 h showing no PI labelling.
C. Propidium iodide image of an organotypic culture treated with LPS (1
mg/ml) for 24 h, demonstrating absence of toxicity. D. NMDA-induced
toxicity due to 3 h of treatment (5 M) shown after propidium iodide
labelling of cell nuclei. The majority of injured cells are localized to the
neuronal layer (arrow). E. Absence of FluoroJade labelling in a section
from an organotypic hippocampal culture after A (47 M) plus M-CSF
(50 ng/ml) treatment for 24 h. F. FluoroJade labelling of cell death in the
neuronal layer (arrow) in a section from an organotypic hippocampal
culture 24 h after NMDA (5 M) treatment.

Fig. 7. Neurotoxicity assays in organotypic hippocampal cultures treated with A in combination with M-CSF, LPS, or NMDA after 72 h. A. Control
organotypic culture showing absence of PI staining. Bar  300 m. B. Absence of PI labelling in an organotypic hippocampal culture after A (47 M)
plus M-CSF (50 ng/ml) treatment for 72 h. C. No PI staining in an organotypic culture treated for 72 h with A(47 M). D. Extensive PI staining in neuronal
layer after 3 h exposure to NMDA (5 M). E. Organotypic culture treated for 72 h with M-CSF (50 ng/ml) showing absence of PI staining.";"0.0398636244427";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anti-M-CSF_Monoclonal_Antibody_MCS110";"0.0389884088514";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-1-Alpha";"0.0368227248816";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anti-CD19_Monoclonal_Antibody_XmAb5574";"0.0360264900662";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-12-Receptor_Beta-1-Chain";"0.0345413363533";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Insulin_Receptor_Substrate-1";"0.0345098039216";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neurotrophic_Tyrosine_Kinase_Receptor_Type-2";"0.0344736144259";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_TNF-Related_Apoptosis-Inducing_Ligand";"0.0333148250972";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#D-Serine";"0.032928064843";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interferon_Alfa-N3";"0.0326708412742";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#American_Eskimo_Dog"
"Group-averaged anisotropy (A) [0 (dark) to 0.5 (white)] and mean
diffusivity ( ) [0.65 (dark) to 1.5 (white) m2/ms] for the three subject groups. The A
and images were computed from DWI data, transformed into a standard atlas
space and then the A and images were averaged across the 25 individuals within
each group. For all groups the selected slice corresponds to Z = 12 in the atlas of
Talairach and Tournoux (1988).";"0.090395480226";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diagnosis_Group";"0.0855397148676";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Behavior_during_Childhood";"0.0851735015773";"http://purl.org/obo/owl/DOID#DOID_150";"0.084452975048";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Absent_Adverse_Event";"0.0825688073394";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Health_Assessment_Questionnaire-II";"0.0823723228995";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Index_Value";"0.0802919708029";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Recovery_Sacrifice";"0.0786686838124";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Angiolipoma";"0.0774410774411";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chemotherapy_Regimen";"0.0768094534712";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#List_Mode"
"Overview of human brains with Alzheimer's disease";"0.5";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Breast_Feeding";"0.484210526316";"http://purl.org/obo/owl/GO#GO_0022008";"0.471698113208";"http://purl.org/obo/owl/GO#GO_0009898";"0.470588235294";"http://purl.org/obo/owl/GO#GO_0031103";"0.467289719626";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dome_Device_Component";"0.446153846154";"http://purl.org/obo/owl/GO#GO_0002078";"0.441860465116";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Marine_Organism";"0.435643564356";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Enterostomy";"0.433962264151";"http://purl.org/obo/owl/GO#GO_0032199";"0.432432432432";"http://purl.org/obo/owl/GO#GO_0033583"
"Reference:
Crawford. Development of the Intrahepatic Biliary Tree. Seminars in Liver Disease, volume 22, number 3, 2002.

Figure 5A:
Immunohistochemistry of the developing liver, stained for CK-19. 16-week fetus, showing individual CK-19âpositive cells along the interface of the parenchyma and portal tract mesenchyme. 
Magnification x100.";"0.100961538462";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Biotechnology_Fermentation";"0.0976645435244";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cell_Ontogeny";"0.0902934537246";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Biotechnology_Synthetic_Nucleic_Acid_Peptide";"0.089552238806";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Chondrification_Center";"0.0871670702179";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Physical_Examination_Data_Collection_Day";"0.0854271356784";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Electrocardiogram_Day";"0.085";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Birth_Day";"0.0841584158416";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vital_Signs_Data_Collection_Day";"0.083950617284";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Demographics_Data_Collection_Day";"0.0837438423645";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Questionnaire_Data_Collection_Day"
"Projection of average brain activation during encoding of color pictures in sagittal, coronal, and transverse directions in the control group and in the patients.
A, Control group (n 5 10, left in picture is left in brain). A one-sample t test random effects analysis (P , .001; uncorrected; minimal cluster size, 108 mm3) was applied. Significant activation is observed in the occipital cortex, fusiform gyri, left parahippocampal gyrus, parietal lobe, and left inferior frontal gyrus.
B, Patients (n 5 11). The main effect of signal increase is seen in the occipital cortex, right parahippocampal gyrus, fusiform gyrus, and cerebellum.";"0.0779510022272";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hippocampal_Fissure";"0.0745614035088";"http://purl.org/obo/owl/GO#GO_0072581";"0.0726817042607";"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arnold-Chiari_Malformation";"0.0715197956577";"http://purl.org/obo/owl/GO#GO_0042293";"0.0714285714286";"http://purl.org/obo/owl/GO#GO_0019778";"0.0692212608158";"http://purl.org/obo/owl/GO#GO_0019948";"0.0689655172414";"http://purl.org/obo/owl/GO#GO_0071566";"0.0689655172414";"http://purl.org/obo/owl/GO#GO_0042292";"0.0689655172414";"http://purl.org/obo/owl/GO#GO_0019779";"0.0688775510204";"http://purl.org/obo/owl/GO#GO_0019782"
